Code,ScheduleWeightMinutes,Description
129336,360,07:45-15:45 (11:00-13:00)
129337,360,07:45-15:45 (11:15-13:15)
129338,360,07:45-15:45 (11:30-13:30)
129339,360,07:45-15:45 (11:45-13:45)
129340,375,07:45-14:30 (09:45-10:15)
129341,375,07:45-14:30 (10:00-10:30)
129342,375,07:45-14:30 (10:15-10:45)
129343,375,07:45-14:30 (10:30-11:00)
129344,375,07:45-14:30 (10:45-11:15)
129345,375,07:45-14:30 (11:00-11:30)
129346,375,07:45-14:30 (11:15-11:45)
129347,375,07:45-14:30 (11:30-12:00)
129348,375,07:45-14:30 (11:45-12:15)
129349,375,07:45-14:30 (12:00-12:30)
129350,375,07:45-14:45 (09:45-10:30)
129351,375,07:45-14:45 (10:00-10:45)
129352,375,07:45-14:45 (10:15-11:00)
129353,375,07:45-14:45 (10:30-11:15)
129354,375,07:45-14:45 (10:45-11:30)
129355,375,07:45-14:45 (11:00-11:45)
129356,375,07:45-14:45 (11:15-12:00)
129357,375,07:45-14:45 (11:30-12:15)
129358,375,07:45-14:45 (11:45-12:30)
129359,375,07:45-14:45 (12:00-12:45)
129360,375,07:45-15:00 (09:45-10:45)
129361,375,07:45-15:00 (10:00-11:00)
129362,375,07:45-15:00 (10:15-11:15)
129363,375,07:45-15:00 (10:30-11:30)
129364,375,07:45-15:00 (10:45-11:45)
129365,375,07:45-15:00 (11:00-12:00)
129366,375,07:45-15:00 (11:15-12:15)
129367,375,07:45-15:00 (11:30-12:30)
129368,375,07:45-15:00 (11:45-12:45)
129369,375,07:45-15:00 (12:00-13:00)
129370,375,07:45-15:15 (09:45-11:00)
129371,375,07:45-15:15 (10:00-11:15)
129372,375,07:45-15:15 (10:15-11:30)
129373,375,07:45-15:15 (10:30-11:45)
129374,375,07:45-15:15 (10:45-12:00)
129375,375,07:45-15:15 (11:00-12:15)
129376,375,07:45-15:15 (11:15-12:30)
129377,375,07:45-15:15 (11:30-12:45)
129378,375,07:45-15:15 (11:45-13:00)
129379,375,07:45-15:15 (12:00-13:15)
129380,375,07:45-15:30 (09:45-11:15)
129381,375,07:45-15:30 (10:00-11:30)
129382,375,07:45-15:30 (10:15-11:45)
129383,375,07:45-15:30 (10:30-12:00)
129384,375,07:45-15:30 (10:45-12:15)
129385,375,07:45-15:30 (11:00-12:30)
129386,375,07:45-15:30 (11:15-12:45)
129387,375,07:45-15:30 (11:30-13:00)
129388,375,07:45-15:30 (11:45-13:15)
129389,375,07:45-15:30 (12:00-13:30)
129390,375,07:45-15:45 (09:45-11:30)
129391,375,07:45-15:45 (10:00-11:45)
129392,375,07:45-15:45 (10:15-12:00)
129393,375,07:45-15:45 (10:30-12:15)
129394,375,07:45-15:45 (10:45-12:30)
129395,375,07:45-15:45 (11:00-12:45)
129396,375,07:45-15:45 (11:15-13:00)
129397,375,07:45-15:45 (11:30-13:15)
129398,375,07:45-15:45 (11:45-13:30)
129399,375,07:45-15:45 (12:00-13:45)
129400,375,07:45-16:00 (09:45-11:45)
129401,375,07:45-16:00 (10:00-12:00)
129402,375,07:45-16:00 (10:15-12:15)
129403,375,07:45-16:00 (10:30-12:30)
129404,375,07:45-16:00 (10:45-12:45)
129405,375,07:45-16:00 (11:00-13:00)
129406,375,07:45-16:00 (11:15-13:15)
129407,375,07:45-16:00 (11:30-13:30)
129408,375,07:45-16:00 (11:45-13:45)
129409,375,07:45-16:00 (12:00-14:00)
129410,390,07:45-14:45 (09:45-10:15)
129411,390,07:45-14:45 (10:00-10:30)
129412,390,07:45-14:45 (10:15-10:45)
129413,390,07:45-14:45 (10:30-11:00)
129414,390,07:45-14:45 (10:45-11:15)
129415,390,07:45-14:45 (11:00-11:30)
129416,390,07:45-14:45 (11:15-11:45)
129417,390,07:45-14:45 (11:30-12:00)
129418,390,07:45-14:45 (11:45-12:15)
129419,390,07:45-14:45 (12:00-12:30)
129420,390,07:45-14:45 (12:15-12:45)
129421,390,07:45-15:00 (09:45-10:30)
129422,390,07:45-15:00 (10:00-10:45)
129423,390,07:45-15:00 (10:15-11:00)
129424,390,07:45-15:00 (10:30-11:15)
129425,390,07:45-15:00 (10:45-11:30)
129426,390,07:45-15:00 (11:00-11:45)
129427,390,07:45-15:00 (11:15-12:00)
129428,390,07:45-15:00 (11:30-12:15)
129429,390,07:45-15:00 (11:45-12:30)
129430,390,07:45-15:00 (12:00-12:45)
129431,390,07:45-15:00 (12:15-13:00)
129432,390,07:45-15:15 (09:45-10:45)
129433,390,07:45-15:15 (10:00-11:00)
129434,390,07:45-15:15 (10:15-11:15)
129435,390,07:45-15:15 (10:30-11:30)
129436,390,07:45-15:15 (10:45-11:45)
129437,390,07:45-15:15 (11:00-12:00)
129438,390,07:45-15:15 (11:15-12:15)
129439,390,07:45-15:15 (11:30-12:30)
129440,390,07:45-15:15 (11:45-12:45)
129441,390,07:45-15:15 (12:00-13:00)
129442,390,07:45-15:15 (12:15-13:15)
129443,390,07:45-15:30 (09:45-11:00)
129444,390,07:45-15:30 (10:00-11:15)
129445,390,07:45-15:30 (10:15-11:30)
129446,390,07:45-15:30 (10:30-11:45)
129447,390,07:45-15:30 (10:45-12:00)
129448,390,07:45-15:30 (11:00-12:15)
129449,390,07:45-15:30 (11:15-12:30)
129450,390,07:45-15:30 (11:30-12:45)
129451,390,07:45-15:30 (11:45-13:00)
129452,390,07:45-15:30 (12:00-13:15)
129453,390,07:45-15:30 (12:15-13:30)
129454,390,07:45-15:45 (09:45-11:15)
129455,390,07:45-15:45 (10:00-11:30)
129456,390,07:45-15:45 (10:15-11:45)
129457,390,07:45-15:45 (10:30-12:00)
129458,390,07:45-15:45 (10:45-12:15)
129459,390,07:45-15:45 (11:00-12:30)
129460,390,07:45-15:45 (11:15-12:45)
129461,390,07:45-15:45 (11:30-13:00)
129462,390,07:45-15:45 (11:45-13:15)
129463,390,07:45-15:45 (12:00-13:30)
129464,390,07:45-15:45 (12:15-13:45)
129465,390,07:45-16:00 (09:45-11:30)
129466,390,07:45-16:00 (10:00-11:45)
129467,390,07:45-16:00 (10:15-12:00)
129468,390,07:45-16:00 (10:30-12:15)
129469,390,07:45-16:00 (10:45-12:30)
129470,390,07:45-16:00 (11:00-12:45)
129471,390,07:45-16:00 (11:15-13:00)
129472,390,07:45-16:00 (11:30-13:15)
129473,390,07:45-16:00 (11:45-13:30)
129474,390,07:45-16:00 (12:00-13:45)
129475,390,07:45-16:00 (12:15-14:00)
129476,390,07:45-16:15 (09:45-11:45)
129477,390,07:45-16:15 (10:00-12:00)
129478,390,07:45-16:15 (10:15-12:15)
129479,390,07:45-16:15 (10:30-12:30)
129480,390,07:45-16:15 (10:45-12:45)
129481,390,07:45-16:15 (11:00-13:00)
129482,390,07:45-16:15 (11:15-13:15)
129483,390,07:45-16:15 (11:30-13:30)
129484,390,07:45-16:15 (11:45-13:45)
129485,390,07:45-16:15 (12:00-14:00)
129486,390,07:45-16:15 (12:15-14:15)
129487,405,07:45-15:00 (09:45-10:15)
129488,405,07:45-15:00 (10:00-10:30)
129489,405,07:45-15:00 (10:15-10:45)
129490,405,07:45-15:00 (10:30-11:00)
129491,405,07:45-15:00 (10:45-11:15)
129492,405,07:45-15:00 (11:00-11:30)
129493,405,07:45-15:00 (11:15-11:45)
129494,405,07:45-15:00 (11:30-12:00)
129495,405,07:45-15:00 (11:45-12:15)
129496,405,07:45-15:00 (12:00-12:30)
129497,405,07:45-15:00 (12:15-12:45)
129498,405,07:45-15:00 (12:30-13:00)
129499,405,07:45-15:15 (09:45-10:30)
129500,405,07:45-15:15 (10:00-10:45)
129501,405,07:45-15:15 (10:15-11:00)
129502,405,07:45-15:15 (10:30-11:15)
129503,405,07:45-15:15 (10:45-11:30)
129504,405,07:45-15:15 (11:00-11:45)
129505,405,07:45-15:15 (11:15-12:00)
129506,405,07:45-15:15 (11:30-12:15)
129507,405,07:45-15:15 (11:45-12:30)
129508,405,07:45-15:15 (12:00-12:45)
129509,405,07:45-15:15 (12:15-13:00)
129510,405,07:45-15:15 (12:30-13:15)
129511,405,07:45-15:30 (09:45-10:45)
129512,405,07:45-15:30 (10:00-11:00)
129513,405,07:45-15:30 (10:15-11:15)
129514,405,07:45-15:30 (10:30-11:30)
129515,405,07:45-15:30 (10:45-11:45)
129516,405,07:45-15:30 (11:00-12:00)
129517,405,07:45-15:30 (11:15-12:15)
129518,405,07:45-15:30 (11:30-12:30)
129519,405,07:45-15:30 (11:45-12:45)
129520,405,07:45-15:30 (12:00-13:00)
129521,405,07:45-15:30 (12:15-13:15)
129522,405,07:45-15:30 (12:30-13:30)
129523,405,07:45-15:45 (09:45-11:00)
129524,405,07:45-15:45 (10:00-11:15)
129525,405,07:45-15:45 (10:15-11:30)
129526,405,07:45-15:45 (10:30-11:45)
129527,405,07:45-15:45 (10:45-12:00)
129528,405,07:45-15:45 (11:00-12:15)
129529,405,07:45-15:45 (11:15-12:30)
129530,405,07:45-15:45 (11:30-12:45)
129531,405,07:45-15:45 (11:45-13:00)
129532,405,07:45-15:45 (12:00-13:15)
129533,405,07:45-15:45 (12:15-13:30)
129534,405,07:45-15:45 (12:30-13:45)
129535,405,07:45-16:00 (09:45-11:15)
129536,405,07:45-16:00 (10:00-11:30)
129537,405,07:45-16:00 (10:15-11:45)
129538,405,07:45-16:00 (10:30-12:00)
129539,405,07:45-16:00 (10:45-12:15)
129540,405,07:45-16:00 (11:00-12:30)
129541,405,07:45-16:00 (11:15-12:45)
129542,405,07:45-16:00 (11:30-13:00)
129543,405,07:45-16:00 (11:45-13:15)
129544,405,07:45-16:00 (12:00-13:30)
129545,405,07:45-16:00 (12:15-13:45)
129546,405,07:45-16:00 (12:30-14:00)
129547,405,07:45-16:15 (09:45-11:30)
129548,405,07:45-16:15 (10:00-11:45)
129549,405,07:45-16:15 (10:15-12:00)
129550,405,07:45-16:15 (10:30-12:15)
129551,405,07:45-16:15 (10:45-12:30)
129552,405,07:45-16:15 (11:00-12:45)
129553,405,07:45-16:15 (11:15-13:00)
129554,405,07:45-16:15 (11:30-13:15)
129555,405,07:45-16:15 (11:45-13:30)
129556,405,07:45-16:15 (12:00-13:45)
129557,405,07:45-16:15 (12:15-14:00)
129558,405,07:45-16:15 (12:30-14:15)
129559,405,07:45-16:30 (09:45-11:45)
129560,405,07:45-16:30 (10:00-12:00)
129561,405,07:45-16:30 (10:15-12:15)
129562,405,07:45-16:30 (10:30-12:30)
129563,405,07:45-16:30 (10:45-12:45)
129564,405,07:45-16:30 (11:00-13:00)
129565,405,07:45-16:30 (11:15-13:15)
129566,405,07:45-16:30 (11:30-13:30)
129567,405,07:45-16:30 (11:45-13:45)
129568,405,07:45-16:30 (12:00-14:00)
129569,405,07:45-16:30 (12:15-14:15)
129570,405,07:45-16:30 (12:30-14:30)
129571,420,07:45-15:15 (09:45-10:15)
129572,420,07:45-15:15 (10:00-10:30)
129573,420,07:45-15:15 (10:15-10:45)
129574,420,07:45-15:15 (10:30-11:00)
129575,420,07:45-15:15 (10:45-11:15)
129576,420,07:45-15:15 (11:00-11:30)
129577,420,07:45-15:15 (11:15-11:45)
129578,420,07:45-15:15 (11:30-12:00)
129579,420,07:45-15:15 (11:45-12:15)
129580,420,07:45-15:15 (12:00-12:30)
129581,420,07:45-15:15 (12:15-12:45)
129582,420,07:45-15:15 (12:30-13:00)
129583,420,07:45-15:15 (12:45-13:15)
129584,420,07:45-15:30 (09:45-10:30)
129585,420,07:45-15:30 (10:00-10:45)
129586,420,07:45-15:30 (10:15-11:00)
129587,420,07:45-15:30 (10:30-11:15)
129588,420,07:45-15:30 (10:45-11:30)
129589,420,07:45-15:30 (11:00-11:45)
129590,420,07:45-15:30 (11:15-12:00)
129591,420,07:45-15:30 (11:30-12:15)
129592,420,07:45-15:30 (11:45-12:30)
129593,420,07:45-15:30 (12:00-12:45)
129594,420,07:45-15:30 (12:15-13:00)
129595,420,07:45-15:30 (12:30-13:15)
129596,420,07:45-15:30 (12:45-13:30)
129597,420,07:45-15:45 (09:45-10:45)
129598,420,07:45-15:45 (10:00-11:00)
129599,420,07:45-15:45 (10:15-11:15)
129600,420,07:45-15:45 (10:30-11:30)
129601,420,07:45-15:45 (10:45-11:45)
129602,420,07:45-15:45 (11:00-12:00)
129603,420,07:45-15:45 (11:15-12:15)
129604,420,07:45-15:45 (11:30-12:30)
129605,420,07:45-15:45 (11:45-12:45)
129606,420,07:45-15:45 (12:00-13:00)
129607,420,07:45-15:45 (12:15-13:15)
129608,420,07:45-15:45 (12:30-13:30)
129609,420,07:45-15:45 (12:45-13:45)
129610,420,07:45-16:00 (09:45-11:00)
129611,420,07:45-16:00 (10:00-11:15)
129612,420,07:45-16:00 (10:15-11:30)
129613,420,07:45-16:00 (10:30-11:45)
129614,420,07:45-16:00 (10:45-12:00)
129615,420,07:45-16:00 (11:00-12:15)
129616,420,07:45-16:00 (11:15-12:30)
129617,420,07:45-16:00 (11:30-12:45)
129618,420,07:45-16:00 (11:45-13:00)
129619,420,07:45-16:00 (12:00-13:15)
129620,420,07:45-16:00 (12:15-13:30)
129621,420,07:45-16:00 (12:30-13:45)
129622,420,07:45-16:00 (12:45-14:00)
129623,420,07:45-16:15 (09:45-11:15)
129624,420,07:45-16:15 (10:00-11:30)
129625,420,07:45-16:15 (10:15-11:45)
129626,420,07:45-16:15 (10:30-12:00)
129627,420,07:45-16:15 (10:45-12:15)
129628,420,07:45-16:15 (11:00-12:30)
129629,420,07:45-16:15 (11:15-12:45)
129630,420,07:45-16:15 (11:30-13:00)
129631,420,07:45-16:15 (11:45-13:15)
129632,420,07:45-16:15 (12:00-13:30)
129633,420,07:45-16:15 (12:15-13:45)
129634,420,07:45-16:15 (12:30-14:00)
129635,420,07:45-16:15 (12:45-14:15)
129636,420,07:45-16:30 (09:45-11:30)
129637,420,07:45-16:30 (10:00-11:45)
129638,420,07:45-16:30 (10:15-12:00)
129639,420,07:45-16:30 (10:30-12:15)
129640,420,07:45-16:30 (10:45-12:30)
129641,420,07:45-16:30 (11:00-12:45)
129642,420,07:45-16:30 (11:15-13:00)
129643,420,07:45-16:30 (11:30-13:15)
129644,420,07:45-16:30 (11:45-13:30)
129645,420,07:45-16:30 (12:00-13:45)
129646,420,07:45-16:30 (12:15-14:00)
129647,420,07:45-16:30 (12:30-14:15)
129648,420,07:45-16:30 (12:45-14:30)
129649,420,07:45-16:45 (09:45-11:45)
129650,420,07:45-16:45 (10:00-12:00)
129651,420,07:45-16:45 (10:15-12:15)
129652,420,07:45-16:45 (10:30-12:30)
129653,420,07:45-16:45 (10:45-12:45)
129654,420,07:45-16:45 (11:00-13:00)
129655,420,07:45-16:45 (11:15-13:15)
129656,420,07:45-16:45 (11:30-13:30)
129657,420,07:45-16:45 (11:45-13:45)
129658,420,07:45-16:45 (12:00-14:00)
129659,420,07:45-16:45 (12:15-14:15)
129660,420,07:45-16:45 (12:30-14:30)
129661,420,07:45-16:45 (12:45-14:45)
129662,435,07:45-15:30 (10:00-10:30)
129663,435,07:45-15:30 (10:15-10:45)
129664,435,07:45-15:30 (10:30-11:00)
129665,435,07:45-15:30 (10:45-11:15)
129666,435,07:45-15:30 (11:00-11:30)
129667,435,07:45-15:30 (11:15-11:45)
129668,435,07:45-15:30 (11:30-12:00)
129669,435,07:45-15:30 (11:45-12:15)
129670,435,07:45-15:30 (12:00-12:30)
129671,435,07:45-15:30 (12:15-12:45)
129672,435,07:45-15:30 (12:30-13:00)
129673,435,07:45-15:30 (12:45-13:15)
129674,435,07:45-15:45 (10:00-10:45)
129675,435,07:45-15:45 (10:15-11:00)
129676,435,07:45-15:45 (10:30-11:15)
129677,435,07:45-15:45 (10:45-11:30)
129678,435,07:45-15:45 (11:00-11:45)
129679,435,07:45-15:45 (11:15-12:00)
129680,435,07:45-15:45 (11:30-12:15)
129681,435,07:45-15:45 (11:45-12:30)
129682,435,07:45-15:45 (12:00-12:45)
129683,435,07:45-15:45 (12:15-13:00)
129684,435,07:45-15:45 (12:30-13:15)
129685,435,07:45-15:45 (12:45-13:30)
129686,435,07:45-16:00 (10:00-11:00)
129687,435,07:45-16:00 (10:15-11:15)
129688,435,07:45-16:00 (10:30-11:30)
129689,435,07:45-16:00 (10:45-11:45)
129690,435,07:45-16:00 (11:00-12:00)
129691,435,07:45-16:00 (11:15-12:15)
129692,435,07:45-16:00 (11:30-12:30)
129693,435,07:45-16:00 (11:45-12:45)
129694,435,07:45-16:00 (12:00-13:00)
129695,435,07:45-16:00 (12:15-13:15)
129696,435,07:45-16:00 (12:30-13:30)
129697,435,07:45-16:00 (12:45-13:45)
129698,435,07:45-16:15 (10:00-11:15)
129699,435,07:45-16:15 (10:15-11:30)
129700,435,07:45-16:15 (10:30-11:45)
129701,435,07:45-16:15 (10:45-12:00)
129702,435,07:45-16:15 (11:00-12:15)
129703,435,07:45-16:15 (11:15-12:30)
129704,435,07:45-16:15 (11:30-12:45)
129705,435,07:45-16:15 (11:45-13:00)
129706,435,07:45-16:15 (12:00-13:15)
129707,435,07:45-16:15 (12:15-13:30)
129708,435,07:45-16:15 (12:30-13:45)
129709,435,07:45-16:15 (12:45-14:00)
129710,435,07:45-16:30 (10:00-11:30)
129711,435,07:45-16:30 (10:15-11:45)
129712,435,07:45-16:30 (10:30-12:00)
129713,435,07:45-16:30 (10:45-12:15)
129714,435,07:45-16:30 (11:00-12:30)
129715,435,07:45-16:30 (11:15-12:45)
129716,435,07:45-16:30 (11:30-13:00)
129717,435,07:45-16:30 (11:45-13:15)
129718,435,07:45-16:30 (12:00-13:30)
129719,435,07:45-16:30 (12:15-13:45)
129720,435,07:45-16:30 (12:30-14:00)
129721,435,07:45-16:30 (12:45-14:15)
129722,435,07:45-16:45 (10:00-11:45)
129723,435,07:45-16:45 (10:15-12:00)
129724,435,07:45-16:45 (10:30-12:15)
129725,435,07:45-16:45 (10:45-12:30)
129726,435,07:45-16:45 (11:00-12:45)
129727,435,07:45-16:45 (11:15-13:00)
129728,435,07:45-16:45 (11:30-13:15)
129729,435,07:45-16:45 (11:45-13:30)
129730,435,07:45-16:45 (12:00-13:45)
129731,435,07:45-16:45 (12:15-14:00)
129732,435,07:45-16:45 (12:30-14:15)
129733,435,07:45-16:45 (12:45-14:30)
129734,435,07:45-17:00 (10:00-12:00)
129735,435,07:45-17:00 (10:15-12:15)
129736,435,07:45-17:00 (10:30-12:30)
129737,435,07:45-17:00 (10:45-12:45)
129738,435,07:45-17:00 (11:00-13:00)
129739,435,07:45-17:00 (11:15-13:15)
129740,435,07:45-17:00 (11:30-13:30)
129741,435,07:45-17:00 (11:45-13:45)
129742,435,07:45-17:00 (12:00-14:00)
129743,435,07:45-17:00 (12:15-14:15)
129744,435,07:45-17:00 (12:30-14:30)
129745,435,07:45-17:00 (12:45-14:45)
129746,450,07:45-15:45 (10:15-10:45)
129747,450,07:45-15:45 (10:30-11:00)
129748,450,07:45-15:45 (10:45-11:15)
129749,450,07:45-15:45 (11:00-11:30)
129750,450,07:45-15:45 (11:15-11:45)
129751,450,07:45-15:45 (11:30-12:00)
129752,450,07:45-15:45 (11:45-12:15)
129753,450,07:45-15:45 (12:00-12:30)
129754,450,07:45-15:45 (12:15-12:45)
129755,450,07:45-15:45 (12:30-13:00)
129756,450,07:45-15:45 (12:45-13:15)
129757,450,07:45-16:00 (10:15-11:00)
129758,450,07:45-16:00 (10:30-11:15)
129759,450,07:45-16:00 (10:45-11:30)
129760,450,07:45-16:00 (11:00-11:45)
129761,450,07:45-16:00 (11:15-12:00)
129762,450,07:45-16:00 (11:30-12:15)
129763,450,07:45-16:00 (11:45-12:30)
129764,450,07:45-16:00 (12:00-12:45)
129765,450,07:45-16:00 (12:15-13:00)
129766,450,07:45-16:00 (12:30-13:15)
129767,450,07:45-16:00 (12:45-13:30)
129768,450,07:45-16:15 (10:15-11:15)
129769,450,07:45-16:15 (10:30-11:30)
129770,450,07:45-16:15 (10:45-11:45)
129771,450,07:45-16:15 (11:00-12:00)
129772,450,07:45-16:15 (11:15-12:15)
129773,450,07:45-16:15 (11:30-12:30)
129774,450,07:45-16:15 (11:45-12:45)
129775,450,07:45-16:15 (12:00-13:00)
129776,450,07:45-16:15 (12:15-13:15)
129777,450,07:45-16:15 (12:30-13:30)
129778,450,07:45-16:15 (12:45-13:45)
129779,450,07:45-16:30 (10:15-11:30)
129780,450,07:45-16:30 (10:30-11:45)
129781,450,07:45-16:30 (10:45-12:00)
129782,450,07:45-16:30 (11:00-12:15)
129783,450,07:45-16:30 (11:15-12:30)
129784,450,07:45-16:30 (11:30-12:45)
129785,450,07:45-16:30 (11:45-13:00)
129786,450,07:45-16:30 (12:00-13:15)
129787,450,07:45-16:30 (12:15-13:30)
129788,450,07:45-16:30 (12:30-13:45)
129789,450,07:45-16:30 (12:45-14:00)
129790,450,07:45-16:45 (10:15-11:45)
129791,450,07:45-16:45 (10:30-12:00)
129792,450,07:45-16:45 (10:45-12:15)
129793,450,07:45-16:45 (11:00-12:30)
129794,450,07:45-16:45 (11:15-12:45)
129795,450,07:45-16:45 (11:30-13:00)
129796,450,07:45-16:45 (11:45-13:15)
129797,450,07:45-16:45 (12:00-13:30)
129798,450,07:45-16:45 (12:15-13:45)
129799,450,07:45-16:45 (12:30-14:00)
129800,450,07:45-16:45 (12:45-14:15)
129801,450,07:45-17:00 (10:15-12:00)
129802,450,07:45-17:00 (10:30-12:15)
129803,450,07:45-17:00 (10:45-12:30)
129804,450,07:45-17:00 (11:00-12:45)
129805,450,07:45-17:00 (11:15-13:00)
129806,450,07:45-17:00 (11:30-13:15)
129807,450,07:45-17:00 (11:45-13:30)
129808,450,07:45-17:00 (12:00-13:45)
129809,450,07:45-17:00 (12:15-14:00)
129810,450,07:45-17:00 (12:30-14:15)
129811,450,07:45-17:00 (12:45-14:30)
129812,450,07:45-17:15 (10:15-12:15)
129813,450,07:45-17:15 (10:30-12:30)
129814,450,07:45-17:15 (10:45-12:45)
129815,450,07:45-17:15 (11:00-13:00)
129816,450,07:45-17:15 (11:15-13:15)
129817,450,07:45-17:15 (11:30-13:30)
129818,450,07:45-17:15 (11:45-13:45)
129819,450,07:45-17:15 (12:00-14:00)
129820,450,07:45-17:15 (12:15-14:15)
129821,450,07:45-17:15 (12:30-14:30)
129822,450,07:45-17:15 (12:45-14:45)
129823,465,07:45-16:00 (10:30-11:00)
129824,465,07:45-16:00 (10:45-11:15)
129825,465,07:45-16:00 (11:00-11:30)
129826,465,07:45-16:00 (11:15-11:45)
129827,465,07:45-16:00 (11:30-12:00)
129828,465,07:45-16:00 (11:45-12:15)
129829,465,07:45-16:00 (12:00-12:30)
129830,465,07:45-16:00 (12:15-12:45)
129831,465,07:45-16:00 (12:30-13:00)
129832,465,07:45-16:00 (12:45-13:15)
129833,465,07:45-16:15 (10:30-11:15)
129834,465,07:45-16:15 (10:45-11:30)
129835,465,07:45-16:15 (11:00-11:45)
129836,465,07:45-16:15 (11:15-12:00)
129837,465,07:45-16:15 (11:30-12:15)
129838,465,07:45-16:15 (11:45-12:30)
129839,465,07:45-16:15 (12:00-12:45)
129840,465,07:45-16:15 (12:15-13:00)
129841,465,07:45-16:15 (12:30-13:15)
129842,465,07:45-16:15 (12:45-13:30)
129843,465,07:45-16:30 (10:30-11:30)
129844,465,07:45-16:30 (10:45-11:45)
129845,465,07:45-16:30 (11:00-12:00)
129846,465,07:45-16:30 (11:15-12:15)
129847,465,07:45-16:30 (11:30-12:30)
129848,465,07:45-16:30 (11:45-12:45)
129849,465,07:45-16:30 (12:00-13:00)
129850,465,07:45-16:30 (12:15-13:15)
129851,465,07:45-16:30 (12:30-13:30)
129852,465,07:45-16:30 (12:45-13:45)
129853,465,07:45-16:45 (10:30-11:45)
129854,465,07:45-16:45 (10:45-12:00)
129855,465,07:45-16:45 (11:00-12:15)
129856,465,07:45-16:45 (11:15-12:30)
129857,465,07:45-16:45 (11:30-12:45)
129858,465,07:45-16:45 (11:45-13:00)
129859,465,07:45-16:45 (12:00-13:15)
129860,465,07:45-16:45 (12:15-13:30)
129861,465,07:45-16:45 (12:30-13:45)
129862,465,07:45-16:45 (12:45-14:00)
129863,465,07:45-17:00 (10:30-12:00)
129864,465,07:45-17:00 (10:45-12:15)
129865,465,07:45-17:00 (11:00-12:30)
129866,465,07:45-17:00 (11:15-12:45)
129867,465,07:45-17:00 (11:30-13:00)
129868,465,07:45-17:00 (11:45-13:15)
129869,465,07:45-17:00 (12:00-13:30)
129870,465,07:45-17:00 (12:15-13:45)
129871,465,07:45-17:00 (12:30-14:00)
129872,465,07:45-17:00 (12:45-14:15)
129873,465,07:45-17:15 (10:30-12:15)
129874,465,07:45-17:15 (10:45-12:30)
129875,465,07:45-17:15 (11:00-12:45)
129876,465,07:45-17:15 (11:15-13:00)
129877,465,07:45-17:15 (11:30-13:15)
129878,465,07:45-17:15 (11:45-13:30)
129879,465,07:45-17:15 (12:00-13:45)
129880,465,07:45-17:15 (12:15-14:00)
129881,465,07:45-17:15 (12:30-14:15)
129882,465,07:45-17:15 (12:45-14:30)
129883,465,07:45-17:30 (10:30-12:30)
129884,465,07:45-17:30 (10:45-12:45)
129885,465,07:45-17:30 (11:00-13:00)
129886,465,07:45-17:30 (11:15-13:15)
129887,465,07:45-17:30 (11:30-13:30)
129888,465,07:45-17:30 (11:45-13:45)
129889,465,07:45-17:30 (12:00-14:00)
129890,465,07:45-17:30 (12:15-14:15)
129891,465,07:45-17:30 (12:30-14:30)
129892,465,07:45-17:30 (12:45-14:45)
129893,480,07:45-16:15 (10:45-11:15)
129894,480,07:45-16:15 (11:00-11:30)
129895,480,07:45-16:15 (11:15-11:45)
129896,480,07:45-16:15 (11:30-12:00)
129897,480,07:45-16:15 (11:45-12:15)
129898,480,07:45-16:15 (12:00-12:30)
129899,480,07:45-16:15 (12:15-12:45)
129900,480,07:45-16:15 (12:30-13:00)
129901,480,07:45-16:15 (12:45-13:15)
129902,480,07:45-16:30 (10:45-11:30)
129903,480,07:45-16:30 (11:00-11:45)
129904,480,07:45-16:30 (11:15-12:00)
129905,480,07:45-16:30 (11:30-12:15)
129906,480,07:45-16:30 (11:45-12:30)
129907,480,07:45-16:30 (12:00-12:45)
129908,480,07:45-16:30 (12:15-13:00)
129909,480,07:45-16:30 (12:30-13:15)
129910,480,07:45-16:30 (12:45-13:30)
129911,480,07:45-16:45 (10:45-11:45)
